V(canais);V(calib);i(canais);E(i);n(i)
106;20,4291;32,6000;5,0929;25;
107;20,6218;35,1200;3,3611;25;
108;20,8145;36,5455;2,6175;22;
109;21,0073;36,3913;2,4639;23;
110;21,2000;35,0000;2,8984;27;
111;21,3927;32,6000;3,9562;15;
112;21,5855;30,7143;3,8194;28;
113;21,7782;28,0500;4,4260;20;
114;21,9709;25,0400;4,3015;25;
115;22,1636;21,9643;3,8587;28;
116;22,3564;19,6000;4,4677;20;
117;22,5491;16,9032;2,5787;31;
118;22,7418;15,2727;2,0486;22;
119;22,9345;14,0000;1,8924;18;
120;23,1273;13,3143;1,1134;35;
121;23,3200;13,1200;1,2830;25;
122;23,5127;14,1613;2,0033;31;
123;23,7055;15,2500;3,1920;20;
124;23,8982;17,1364;3,8876;22;
125;24,0909;19,8333;4,7734;24;
126;24,2836;23,4545;6,9644;22;
127;24,4764;27,7647;6,5304;17;
128;24,6691;32,9333;8,1622;30;
129;24,8618;37,9474;9,1650;19;
130;25,0545;45,5862;7,8307;29;
131;25,2473;52,1852;7,8559;27;
132;25,4400;57,3750;6,9484;16;
133;25,6327;60,1071;4,2044;28;
134;25,8255;61,5714;4,3063;21;
135;26,0182;61,1500;3,2334;20;
136;26,2109;59,2692;3,9569;26;
137;26,4036;55,7333;5,0602;30;
138;26,5964;51,0000;6,4314;23;
139;26,7891;47,1154;6,3532;26;
140;26,9818;41,2222;8,8199;18;
141;27,1745;37,5152;5,7459;33;
142;27,3673;32,1250;6,3136;24;
143;27,5600;28,9474;4,6834;19;
144;27,7527;25,8214;3,4255;28;
145;27,9455;23,7600;2,8393;25;
146;28,1382;22,4074;1,5612;27;
147;28,3309;22,1538;1,5950;26;
148;28,5236;23,1200;2,5806;25;
149;28,7164;25,2400;3,6533;25;
150;28,9091;28,1200;5,5423;25;
151;29,1018;32,2381;6,3372;21;
152;29,2945;37,3548;7,7449;31;
153;29,4873;45,4348;9,8916;23;
154;29,6800;52,6522;11,1673;23;
155;29,8727;59,9444;12,9285;18;
156;30,0655;69,1364;10,6621;22;
157;30,2582;77,5000;9,5726;26;
158;30,4509;83,4074;7,8608;27;
159;30,6436;87,8333;4,9772;18;
160;30,8364;89,8148;4,1184;27;
161;31,0291;89,2593;4,5830;27;
162;31,2218;86,7895;6,0980;19;
163;31,4145;82,0323;6,6214;31;
164;31,6073;77,6923;7,0926;26;
165;31,8000;68,6087;8,5090;23;
166;31,9927;62,0800;8,1997;25;
167;32,1855;56,0000;8,0360;24;
168;32,3782;49,5909;7,9960;22;
169;32,5709;44,0769;6,3155;26;
170;32,7636;39,7391;4,3686;23;
171;32,9564;37,4500;4,8481;20;
172;33,1491;34,7667;5,1094;30;
173;33,3418;34,1936;5,6968;31;
174;33,5345;34,7600;5,2924;25;
175;33,7273;37,0000;4,9378;17;
176;33,9200;40,5862;6,3853;29;
177;34,1127;45,2400;8,3186;25;
178;34,3055;53,5385;10,8779;26;
179;34,4982;62,4762;13,3333;21;
180;34,6909;70,3333;15,9558;21;
181;34,8836;83,3636;13,8859;22;
182;35,0764;91,2174;15,8368;23;
183;35,2691;100,1667;12,5027;18;
184;35,4618;109,8000;8,3865;25;
185;35,6545;114,4583;6,1452;24;
186;35,8473;117,5385;2,6352;26;
187;36,0400;117,1200;4,0404;25;
188;36,2327;115,8571;6,8095;21;
189;36,4255;110,5161;8,9102;31;
190;36,6182;104,1304;9,2983;23;
191;36,8109;94,4211;9,6402;19;
192;37,0036;89,7500;11,6968;20;
193;37,1964;79,8077;10,4700;26;
194;37,3891;72,0000;12,5098;22;
195;37,5818;64,8571;7,9903;21;
196;37,7745;58,4400;7,6240;25;
197;37,9673;54,0667;5,3403;30;
198;38,1600;50,0000;2,9122;28;
199;38,3527;48,6250;3,4144;16;
200;38,5455;48,5588;2,2852;34;
201;38,7382;50,7619;5,5026;21;
202;38,9309;54,0400;7,5904;25;
203;39,1236;59,2000;9,4834;25;
204;39,3164;66,7500;12,6530;16;
205;39,5091;77,4062;12,3813;32;
206;39,7018;87,6316;14,6241;19;
207;39,8945;97,6667;15,0911;15;
208;40,0873;108,8571;17,3189;21;
209;40,2800;119,0000;14,8977;21;
210;40,4727;125,4074;9,2062;27;
211;40,6655;126,9143;3,6126;35;
212;40,8582;127,0000;3,7796;24;
213;41,0509;127,0000;2,5732;31;
214;41,2436;127,0000;3,7417;28;
215;41,4364;127,0000;3,1911;16;
216;41,6291;126,8846;6,4703;26;
217;41,8218;125,5172;9,1767;29;
218;42,0145;118,2083;12,6555;24;
219;42,2073;106,8261;12,6999;23;
220;42,4000;100,0556;15,5184;18;
221;42,5927;89,7586;10,6840;29;
222;42,7855;82,8462;10,3363;26;
223;42,9782;75,6000;7,1869;15;
224;43,1709;71,6400;5,6555;25;
225;43,3636;68,1034;4,0522;29;
226;43,5564;66,3750;2,5213;24;
227;43,7491;67,1364;4,1791;22;
228;43,9418;69,9643;7,1041;28;
229;44,1345;75,2308;7,1057;26;
230;44,3273;83,5652;11,0189;23;
231;44,5200;90,4118;17,4613;17;
232;44,7127;100,5652;13,7657;23;
233;44,9055;114,7917;16,3420;24;
234;45,0982;122,8333;14,8431;24;
235;45,2909;126,5769;7,1413;26;
236;45,4836;127,0000;8,9181;28;
237;45,6764;127,0000;2,7408;30;
238;45,8691;127,0000;2,6119;29;
239;46,0618;127,0000;1,8112;20;
240;46,2545;127,0000;2,1208;24;
241;46,4473;127,0000;1,8352;28;
242;46,6400;127,0000;1,9366;33;
243;46,8327;127,0000;7,3621;25;
244;47,0255;127,0000;12,8060;32;
245;47,2182;127,0000;9,3164;28;
246;47,4109;126,8889;12,1209;27;
247;47,6036;124,2727;9,5691;22;
248;47,7964;118,3462;17,8174;26;
249;47,9891;110,2000;11,0923;30;
250;48,1818;104,0909;7,6765;22;
251;48,3745;98,0000;3,7482;24;
252;48,5673;95,1111;3,2569;27;
253;48,7600;94,3704;3,1643;27;
254;48,9527;95,4643;5,5090;28;
