V(canais);V(calib);i(canais);E(i);n(i)
78;15,0327;5,1429;3,1170;21;
79;15,2255;6,0000;2,8870;16;
80;15,4182;6,8696;3,1402;23;
81;15,6109;7,7407;2,6953;27;
82;15,8036;8,8400;2,3247;25;
83;15,9964;8,9286;1,2372;28;
84;16,1891;9,0000;1,7413;24;
85;16,3818;9,0000;1,8586;24;
86;16,5745;8,7727;2,3653;22;
87;16,7673;8,1053;2,1692;19;
88;16,9600;7,5000;2,1671;28;
89;17,1527;6,6970;1,7931;33;
90;17,3455;5,9500;2,0038;20;
91;17,5382;5,2692;1,6013;26;
92;17,7309;5,0000;1,3630;23;
93;17,9236;4,3846;1,5402;26;
94;18,1164;4,0000;1,0873;24;
95;18,3091;4,0000;1,5314;22;
96;18,5018;4,0000;1,1440;29;
97;18,6945;4,0385;1,5127;26;
98;18,8873;4,6667;2,5891;18;
99;19,0800;5,2963;2,8630;27;
100;19,2727;5,9583;3,4301;24;
101;19,4655;7,3200;3,8713;25;
102;19,6582;8,6923;4,5588;26;
103;19,8509;10,5000;5,3724;20;
104;20,0436;12,0000;4,6724;29;
105;20,2364;14,0556;5,2098;18;
106;20,4291;15,7931;4,9955;29;
107;20,6218;17,2727;3,7130;22;
108;20,8145;18,0435;2,6467;23;
109;21,0073;18,4167;2,4846;24;
110;21,2000;17,8889;3,0014;27;
111;21,3927;17,1500;3,6299;20;
112;21,5855;16,1600;4,1279;25;
113;21,7782;14,5833;4,1961;24;
114;21,9709;13,0357;4,1977;28;
115;22,1636;11,4500;4,7532;20;
116;22,3564;10,2400;4,1379;25;
117;22,5491;9,4545;3,3230;22;
118;22,7418;8,2143;1,9853;28;
119;22,9345;7,5600;1,7044;25;
120;23,1273;7,1600;1,4594;25;
121;23,3200;7,0000;1,4436;21;
122;23,5127;7,2069;2,1768;29;
123;23,7055;8,1304;3,0425;23;
124;23,8982;8,7826;3,9507;23;
125;24,0909;10,5862;4,5905;29;
126;24,2836;12,3462;6,7776;26;
127;24,4764;15,5000;7,6858;14;
128;24,6691;16,6538;9,0740;26;
129;24,8618;19,9500;9,3155;20;
130;25,0545;23,3824;7,6316;34;
131;25,2473;26,7500;6,3300;16;
132;25,4400;29,1111;5,5709;27;
133;25,6327;31,0000;4,7743;23;
134;25,8255;31,8261;4,1714;23;
135;26,0182;31,3684;3,3976;19;
136;26,2109;29,7742;3,7888;31;
137;26,4036;27,9200;5,9157;25;
138;26,5964;25,6538;6,3664;26;
139;26,7891;22,7273;7,2559;22;
140;26,9818;20,6667;7,2330;30;
141;27,1745;17,6538;6,7981;26;
142;27,3673;15,7727;6,6881;22;
143;27,5600;13,8889;4,9715;18;
144;27,7527;12,8929;3,5386;28;
145;27,9455;11,7200;2,9260;25;
146;28,1382;11,0000;1,7935;22;
147;28,3309;11,1333;1,5590;30;
148;28,5236;12,0800;2,7266;25;
149;28,7164;13,3939;3,4561;33;
150;28,9091;15,0435;6,3367;23;
151;29,1018;17,8421;7,2723;19;
152;29,2945;20,7200;8,9056;25;
153;29,4873;25,5000;9,7854;28;
154;29,6800;29,9600;11,4261;25;
155;29,8727;34,2727;12,2266;22;
156;30,0655;39,6400;10,4579;25;
157;30,2582;43,5217;10,6060;23;
158;30,4509;46,5417;9,9201;24;
159;30,6436;47,2308;6,1061;13;
160;30,8364;47,9259;4,1348;27;
161;31,0291;46,6786;4,7475;28;
162;31,2218;44,0417;5,9699;24;
163;31,4145;40,7917;6,6014;24;
164;31,6073;37,1379;7,1626;29;
165;31,8000;34,0400;7,9197;25;
166;31,9927;29,3333;8,9007;24;
167;32,1855;25,9524;8,8299;21;
168;32,3782;23,4167;8,1307;24;
169;32,5709;20,8462;6,6634;26;
170;32,7636;18,4231;4,2965;26;
171;32,9564;17,4348;5,1660;23;
172;33,1491;17,0833;6,4018;24;
173;33,3418;17,1200;7,3031;25;
174;33,5345;18,5455;5,7928;33;
175;33,7273;20,5714;4,8508;21;
176;33,9200;23,5000;8,2809;20;
177;34,1127;26,9583;8,9759;24;
178;34,3055;31,8261;12,5712;23;
179;34,4982;36,3333;13,2549;24;
180;34,6909;43,7391;16,4908;23;
181;34,8836;48,8000;13,7432;25;
182;35,0764;56,1724;14,4029;29;
183;35,2691;60,3125;13,6875;16;
184;35,4618;62,7917;8,8084;24;
185;35,6545;64,8462;6,1001;26;
186;35,8473;64,6190;3,2021;21;
187;36,0400;62,9630;4,4971;27;
188;36,2327;58,8667;6,5900;30;
189;36,4255;54,0333;9,7205;30;
190;36,6182;49,5556;11,0942;18;
191;36,8109;44,6316;10,2396;19;
192;37,0036;40,3333;12,0661;24;
193;37,1964;35,0000;12,4159;20;
194;37,3891;31,5000;11,5560;28;
195;37,5818;28,8182;8,3812;22;
196;37,7745;25,6129;6,9779;31;
197;37,9673;24,1429;5,6995;28;
198;38,1600;23,3043;3,3020;23;
199;38,3527;24,0000;3,0450;22;
200;38,5455;25,1053;3,4051;19;
201;38,7382;27,5600;5,6633;25;
202;38,9309;31,7000;7,6411;30;
203;39,1236;36,0833;10,5323;24;
204;39,3164;42,7000;13,0475;20;
205;39,5091;48,1364;15,8947;22;
206;39,7018;56,0714;13,3137;28;
207;39,8945;64,0435;13,4611;23;
208;40,0873;68,8947;18,8305;19;
209;40,2800;75,9167;14,2262;24;
210;40,4727;79,0400;9,9037;25;
211;40,6655;81,0000;4,6305;24;
212;40,8582;80,8333;3,8880;24;
213;41,0509;78,9200;3,5022;25;
214;41,2436;74,2400;5,4614;25;
215;41,4364;69,5882;6,4034;17;
216;41,6291;65,4444;8,3248;27;
217;41,8218;59,0000;10,4748;32;
218;42,0145;52,6000;12,9107;25;
219;42,2073;46,4286;13,8917;21;
220;42,4000;41,3182;15,0759;22;
221;42,5927;37,0357;11,2279;28;
222;42,7855;34,6786;10,3624;28;
223;42,9782;32,1250;7,0269;16;
224;43,1709;31,1304;5,9519;23;
225;43,3636;31,5862;4,2025;29;
226;43,5564;33,2667;2,8971;30;
227;43,7491;36,5455;5,9297;22;
228;43,9418;41,3810;9,4953;21;
229;44,1345;46,1538;8,4764;26;
230;44,3273;52,9565;12,4740;23;
231;44,5200;59,2778;18,9283;18;
232;44,7127;67,8182;15,5545;22;
233;44,9055;76,0333;16,7446;30;
234;45,0982;84,7200;15,4269;25;
235;45,2909;90,6818;8,9739;22;
236;45,4836;93,6190;11,3132;21;
237;45,6764;96,9231;3,1925;26;
238;45,8691;97,0833;2,9943;24;
239;46,0618;96,1905;2,3818;21;
240;46,2545;92,9259;3,7201;27;
241;46,4473;87,8400;4,6320;25;
242;46,6400;81,7826;5,3472;23;
243;46,8327;74,5667;8,0120;30;
244;47,0255;66,9167;15,6035;24;
245;47,2182;61,9565;12,0260;23;
246;47,4109;55,4615;13,0840;26;
247;47,6036;49,7917;9,8933;24;
248;47,7964;46,2000;18,4917;25;
249;47,9891;42,5357;11,6715;28;
250;48,1818;41,2903;6,7009;31;
251;48,3745;40,6897;3,4758;29;
252;48,5673;42,1600;4,3551;25;
253;48,7600;44,4783;4,5950;23;
254;48,9527;48,8571;6,7061;28;
