V(canais);V(calib);i(canais);E(i);n(i)
154;32.7347;100.5517;3.0670;29;
155;32.9472;99.5000;3.6469;24;
156;33.1598;97.3636;3.6257;22;
157;33.3724;96.1923;3.5113;26;
158;33.5849;94.4762;4.3869;21;
159;33.7975;94.1905;3.0797;21;
160;34.0101;93.1364;4.1362;22;
161;34.2226;93.1795;3.2564;39;
162;34.4352;93.9259;4.5885;27;
163;34.6477;95.6190;5.2362;21;
164;34.8603;97.5556;4.8977;27;
165;35.0729;100.0000;7.4529;21;
166;35.2854;103.9697;6.8530;33;
167;35.4980;106.8500;8.5552;20;
168;35.7106;110.7727;7.3685;22;
169;35.9231;114.8800;7.5750;25;
170;36.1357;118.1304;6.5162;23;
171;36.3482;120.5600;3.5293;25;
172;36.5608;123.0000;2.9562;24;
173;36.7734;123.9259;2.6247;27;
174;36.9859;124.5714;1.5360;28;
175;37.1985;124.2105;1.7998;19;
176;37.4111;123.4828;2.2824;29;
177;37.6236;122.4138;2.7331;29;
178;37.8362;120.3704;3.1567;27;
179;38.0487;118.2632;3.3598;19;
180;38.2613;116.9667;3.0521;30;
181;38.4739;115.3478;3.6826;23;
182;38.6864;113.8750;2.0231;24;
183;38.8990;113.3500;1.9553;20;
184;39.1116;113.0357;1.8129;28;
185;39.3241;113.2069;2.6938;29;
186;39.5367;113.6667;3.6651;18;
187;39.7492;114.9630;3.7486;27;
188;39.9618;117.1071;4.8829;28;
189;40.1744;120.0435;4.7853;23;
190;40.3869;123.2667;3.2149;30;
191;40.5995;126.0625;3.3957;16;
192;40.8121;126.9500;3.4187;20;
193;41.0246;126.8710;2.4310;31;
194;41.2372;127.0000;2.2101;28;
195;41.4497;126.8929;1.7752;28;
196;41.6623;127.0000;1.4270;19;
197;41.8749;127.0000;0.7298;27;
198;42.0874;127.0000;0.7275;26;
199;42.3000;127.0000;1.0925;22;
200;42.5126;127.0000;1.7123;26;
201;42.7251;127.0000;2.4553;31;
202;42.9377;127.0000;5.7925;31;
203;43.1502;127.0000;9.1419;19;
204;43.3628;127.0000;8.3042;30;
205;43.5754;127.0000;7.2331;37;
206;43.7879;127.0000;4.7637;21;
207;44.0005;127.0000;3.2798;21;
208;44.2131;127.0000;2.6291;31;
209;44.4256;127.0000;2.7002;24;
210;44.6382;127.0000;4.7597;25;
211;44.8508;127.0000;4.6307;31;
212;45.0633;127.0000;5.7223;25;
213;45.2759;127.0000;4.5123;26;
214;45.4884;127.0000;3.0817;27;
215;45.7010;127.0000;2.6675;23;
216;45.9136;127.0000;1.8960;27;
217;46.1261;127.0000;1.7988;24;
218;46.3387;127.0000;1.3022;33;
219;46.5513;127.0000;1.1875;26;
220;46.7638;127.0000;1.2093;29;
221;46.9764;127.0000;1.5887;22;
222;47.1889;127.0000;1.0998;31;
223;47.4015;127.0000;1.0137;13;
224;47.6141;127.0000;0.9838;33;
225;47.8266;127.0000;1.0850;27;
226;48.0392;127.0000;0.9300;25;
227;48.2518;127.0000;1.1808;21;
228;48.4643;127.0000;0.7444;32;
229;48.6769;127.0000;1.0225;24;
230;48.8894;127.0000;1.0764;28;
231;49.1020;127.0000;0.7736;26;
232;49.3146;127.0000;1.0780;21;
233;49.5271;127.0000;1.3279;31;
234;49.7397;127.0000;1.4179;27;
235;49.9523;127.0000;1.6669;30;
236;50.1648;127.0000;1.7911;29;
237;50.3774;127.0000;1.7148;33;
238;50.5900;127.0000;1.8636;28;
239;50.8025;127.0000;1.9816;16;
240;51.0151;127.0000;1.6184;28;
241;51.2276;127.0000;1.6059;28;
242;51.4402;127.0000;1.6648;28;
243;51.6528;127.0000;0.9960;36;
244;51.8653;127.0000;1.2452;25;
245;52.0779;127.0000;0.9660;23;
246;52.2905;127.0000;0.8522;16;
247;52.5030;127.0000;0.0000;1;
248;52.7156;0.0000;0.0000;0;
249;52.9281;0.0000;0.0000;0;
250;53.1407;0.0000;0.0000;0;
251;53.3533;0.0000;0.0000;0;
252;53.5658;0.0000;0.0000;0;
253;53.7784;0.0000;0.0000;0;
254;53.9910;0.0000;0.0000;0;
Canal 199 = 42.3000V
Fundo de escala(A)= 1.00 nA
Fator de calib=0.2126
