V(canais);V(calib);i(canais);E(i);n(i)
131;27.8457;23.3846;3.6511;26;
132;28.0583;23.1304;4.0396;23;
133;28.2709;22.3000;3.3997;30;
134;28.4834;22.0000;5.0472;28;
135;28.6960;22.0000;6.8159;24;
136;28.9085;22.0000;8.9565;22;
137;29.1211;22.0303;8.0834;33;
138;29.3337;22.0256;7.2403;39;
139;29.5462;22.2727;7.5775;22;
140;29.7588;23.1034;5.1518;29;
141;29.9714;24.0000;6.3151;30;
142;30.1839;24.9231;6.5420;26;
143;30.3965;25.9545;7.9204;22;
144;30.6090;27.0833;9.7310;24;
145;30.8216;28.2069;8.4991;29;
146;31.0342;29.3750;9.3998;24;
147;31.2467;30.2000;7.2591;25;
148;31.4593;30.9737;4.4178;38;
149;31.6719;31.6667;2.6181;24;
150;31.8844;31.9545;5.5004;22;
151;32.0970;31.3333;2.2658;27;
152;32.3095;30.9615;2.6557;26;
153;32.5221;30.2593;2.9746;27;
154;32.7347;29.7407;3.2086;27;
155;32.9472;29.0833;3.6688;24;
156;33.1598;28.8077;3.3584;26;
157;33.3724;28.0606;3.1258;33;
158;33.5849;27.9565;4.1968;23;
159;33.7975;27.9333;3.6525;15;
160;34.0101;27.8077;3.8251;26;
161;34.2226;27.9643;3.8477;28;
162;34.4352;28.1333;4.3663;30;
163;34.6477;28.5172;4.4914;29;
164;34.8603;29.2000;5.1212;25;
165;35.0729;30.2692;6.7584;26;
166;35.2854;31.6129;7.1101;31;
167;35.4980;32.9500;8.5754;20;
168;35.7106;33.9032;6.3835;31;
169;35.9231;35.3043;7.9383;23;
170;36.1357;36.1562;5.5925;32;
171;36.3482;37.0417;3.6649;24;
172;36.5608;37.7879;2.5540;33;
173;36.7734;38.0000;2.6747;26;
174;36.9859;38.0000;1.6255;25;
175;37.1985;37.5000;1.9156;18;
176;37.4111;37.0000;2.3810;27;
177;37.6236;36.6562;2.6800;32;
178;37.8362;36.0000;2.9787;31;
179;38.0487;35.1176;3.5993;17;
180;38.2613;34.6667;2.9480;33;
181;38.4739;34.0938;3.1851;32;
182;38.6864;33.8621;1.8908;29;
183;38.8990;33.5625;2.2694;16;
184;39.1116;33.5833;2.0192;24;
185;39.3241;33.8261;3.0485;23;
186;39.5367;34.0000;2.8875;29;
187;39.7492;34.7941;3.3823;34;
188;39.9618;35.7778;5.0342;27;
189;40.1744;36.6875;4.0910;32;
190;40.3869;38.0870;3.7410;23;
191;40.5995;39.2857;3.0456;21;
192;40.8121;40.2692;3.1186;26;
193;41.0246;41.4286;2.6462;28;
194;41.2372;42.4000;2.4557;25;
195;41.4497;43.1034;1.7901;29;
196;41.6623;43.6667;1.4369;21;
197;41.8749;43.9211;0.6717;38;
198;42.0874;43.9600;0.7673;25;
199;42.3000;43.2273;1.1701;22;
200;42.5126;43.0000;1.8284;24;
201;42.7251;42.3636;2.4279;33;
202;42.9377;41.8846;6.3391;26;
203;43.1502;41.1111;7.6753;27;
204;43.3628;40.6552;8.4636;29;
205;43.5754;40.0625;7.7814;32;
206;43.7879;40.0000;4.6639;22;
207;44.0005;39.4615;3.0278;26;
208;44.2131;39.2800;2.9619;25;
209;44.4256;39.8485;2.3305;33;
210;44.6382;40.0741;4.5875;27;
211;44.8508;40.9355;4.6787;31;
212;45.0633;41.4815;5.5289;27;
213;45.2759;42.7241;4.3595;29;
214;45.4884;43.8261;3.3990;23;
215;45.7010;45.0000;2.4611;29;
216;45.9136;45.9167;2.1495;24;
217;46.1261;47.2121;1.6803;33;
218;46.3387;47.9630;1.5266;27;
219;46.5513;48.9000;1.1742;30;
220;46.7638;49.0000;1.3024;25;
221;46.9764;49.0000;1.3172;32;
222;47.1889;49.0000;1.2247;25;
223;47.4015;49.0000;0.8173;20;
224;47.6141;48.7241;1.1407;29;
225;47.8266;48.0938;1.0384;32;
226;48.0392;47.5556;1.0236;27;
227;48.2518;46.8261;1.2262;23;
228;48.4643;46.2188;0.8874;32;
229;48.6769;45.8438;0.9892;32;
230;48.8894;45.5000;2.0657;26;
231;49.1020;45.0000;0.8052;24;
232;49.3146;45.0000;0.9019;30;
233;49.5271;45.2258;1.3922;31;
234;49.7397;45.9286;1.4160;28;
235;49.9523;46.3077;1.8697;26;
236;50.1648;47.4333;1.8475;30;
237;50.3774;48.2667;1.8877;30;
238;50.5900;49.4375;1.8635;32;
239;50.8025;50.3500;2.0172;20;
240;51.0151;51.3667;1.6961;30;
241;51.2276;52.2727;1.6214;33;
242;51.4402;52.9000;1.7917;30;
243;51.6528;53.7778;1.2229;27;
244;51.8653;54.0000;1.1766;28;
245;52.0779;54.0000;0.8321;31;
246;52.2905;54.0000;1.7043;4;
247;52.5030;0.0000;0.0000;0;
248;52.7156;0.0000;0.0000;0;
249;52.9281;0.0000;0.0000;0;
250;53.1407;0.0000;0.0000;0;
251;53.3533;0.0000;0.0000;0;
252;53.5658;0.0000;0.0000;0;
253;53.7784;0.0000;0.0000;0;
254;53.9910;0.0000;0.0000;0;
Canal 199 = 42.3000V
Fundo de escala(A)= 1.00 nA
Fator de calib=0.2126
