V(canais);V(calib);i(canais);E(i);n(i)
116;18.5600;26.8800;1.0990;25;
117;18.7200;27.6667;1.1690;33;
118;18.8800;28.8519;1.8341;27;
119;19.0400;29.6667;2.5743;24;
120;19.2000;31.5333;2.4351;30;
121;19.3600;33.1154;2.0047;26;
122;19.5200;34.5862;3.1503;29;
123;19.6800;36.1765;2.6200;34;
124;19.8400;37.5385;1.8453;26;
125;20.0000;38.1786;2.3373;28;
126;20.1600;38.8889;1.5770;27;
127;20.3200;38.9688;0.9913;32;
128;20.4800;38.9655;1.9541;29;
129;20.6400;38.5625;0.8819;32;
130;20.8000;38.0741;0.9444;27;
131;20.9600;37.4074;1.1609;27;
132;21.1200;37.0000;1.3233;24;
133;21.2800;36.5000;1.2632;28;
134;21.4400;36.1429;0.7979;35;
135;21.6000;36.0000;1.0407;19;
136;21.7600;36.0000;0.6934;33;
137;21.9200;36.0000;0.6161;34;
138;22.0800;36.0000;0.5523;25;
139;22.2400;36.7273;1.3082;22;
140;22.4000;37.0312;1.1560;32;
141;22.5600;38.4706;1.3667;34;
142;22.7200;40.1000;1.9760;30;
143;22.8800;41.5000;2.3713;26;
144;23.0400;43.2917;2.8021;24;
145;23.2000;44.9375;3.0628;32;
146;23.3600;46.8621;2.3304;29;
147;23.5200;48.0000;2.4303;33;
148;23.6800;49.1905;1.9979;21;
149;23.8400;49.9062;1.2930;32;
150;24.0000;49.9677;1.4671;31;
151;24.1600;49.9630;1.0821;27;
152;24.3200;49.9355;0.7657;31;
153;24.4800;49.1936;0.7189;31;
154;24.6400;48.8889;1.0622;27;
155;24.8000;48.0385;0.9740;26;
156;24.9600;47.2667;1.0034;30;
157;25.1200;46.5312;0.9371;32;
158;25.2800;46.0345;1.3031;29;
159;25.4400;46.0833;1.3289;24;
160;25.6000;45.8400;0.5864;25;
161;25.7600;46.0000;0.4311;36;
162;25.9200;46.0769;0.7167;26;
163;26.0800;46.7143;0.9539;35;
164;26.2400;48.0323;1.1472;31;
165;26.4000;49.1875;1.7437;32;
166;26.5600;50.6000;1.7554;30;
167;26.7200;52.5714;2.3736;21;
168;26.8800;53.8214;2.3201;28;
169;27.0400;56.0270;1.9323;37;
170;27.2000;57.8077;2.2941;26;
171;27.3600;58.8182;2.3273;22;
172;27.5200;59.4231;2.5163;26;
173;27.6800;60.1936;1.6165;31;
174;27.8400;60.8710;0.8411;31;
175;28.0000;60.9643;0.7090;28;
176;28.1600;60.1290;0.5201;31;
177;28.3200;59.8788;1.1199;33;
178;28.4800;59.1034;0.6612;29;
179;28.6400;58.4545;0.8579;33;
180;28.8000;57.9333;1.0643;30;
181;28.9600;57.0370;0.8333;27;
182;29.1200;56.7895;0.7789;38;
183;29.2800;56.0526;0.8944;19;
184;29.4400;56.0625;0.7303;32;
185;29.6000;56.0625;0.5140;32;
186;29.7600;56.9615;0.5659;26;
187;29.9200;57.3000;0.8614;30;
188;30.0800;58.3704;1.2237;27;
189;30.2400;59.8182;1.5102;33;
190;30.4000;61.2000;1.6319;30;
191;30.5600;62.6667;1.6318;15;
192;30.7200;64.0270;2.0565;37;
193;30.8800;65.8824;2.3332;34;
194;31.0400;67.5152;1.9012;33;
195;31.2000;68.7917;1.5667;24;
196;31.3600;69.5000;1.6820;30;
197;31.5200;69.9444;0.9378;36;
198;31.6800;70.1852;1.3008;27;
199;31.8400;70.0000;1.7847;21;
200;32.0000;70.0000;0.4236;27;
201;32.1600;69.9394;0.7572;33;
202;32.3200;69.2000;0.6627;30;
203;32.4800;68.7879;0.7548;33;
204;32.6400;68.0667;0.8098;30;
205;32.8000;67.2857;0.6901;35;
206;32.9600;67.0000;0.8310;30;
207;33.1200;66.1724;0.7377;29;
208;33.2800;66.0385;0.6869;26;
209;33.4400;66.0857;0.7756;35;
210;33.6000;66.9286;0.5899;28;
211;33.7600;67.4000;0.6582;30;
212;33.9200;68.2800;1.0798;25;
213;34.0800;69.3226;1.4260;31;
214;34.2400;70.5882;1.5458;34;
215;34.4000;72.3182;1.4398;22;
216;34.5600;72.9259;1.6036;27;
217;34.7200;74.5556;1.2066;36;
218;34.8800;76.1562;1.1475;32;
219;35.0400;77.2069;1.2808;29;
220;35.2000;78.0000;1.2756;27;
221;35.3600;78.9143;1.0585;35;
222;35.5200;79.1034;0.9462;29;
223;35.6800;79.8750;0.6654;24;
224;35.8400;80.0000;0.8879;33;
225;36.0000;79.3889;0.6108;36;
226;36.1600;79.0690;0.3123;29;
227;36.3200;78.7500;0.7020;28;
228;36.4800;78.0606;0.6281;33;
229;36.6400;78.0571;0.6260;35;
230;36.8000;77.6667;0.7317;6;
231;36.9600;0.0000;0.0000;0;
232;37.1200;0.0000;0.0000;0;
233;37.2800;0.0000;0.0000;0;
234;37.4400;0.0000;0.0000;0;
235;37.6000;0.0000;0.0000;0;
236;37.7600;0.0000;0.0000;0;
237;37.9200;0.0000;0.0000;0;
238;38.0800;0.0000;0.0000;0;
239;38.2400;0.0000;0.0000;0;
240;38.4000;0.0000;0.0000;0;
241;38.5600;0.0000;0.0000;0;
242;38.7200;0.0000;0.0000;0;
243;38.8800;0.0000;0.0000;0;
244;39.0400;0.0000;0.0000;0;
245;39.2000;0.0000;0.0000;0;
246;39.3600;0.0000;0.0000;0;
247;39.5200;0.0000;0.0000;0;
248;39.6800;0.0000;0.0000;0;
249;39.8400;0.0000;0.0000;0;
250;40.0000;0.0000;0.0000;0;
251;40.1600;0.0000;0.0000;0;
252;40.3200;0.0000;0.0000;0;
253;40.4800;0.0000;0.0000;0;
254;40.6400;0.0000;0.0000;0;
Canal 3 = 0.4800V
Fundo de escala(A)= 1.00 nA
Fator de calib=0.1600
