V(canais);V(calib);i(canais);E(i);n(i)
96;20.4060;21.8400;6.3203;25;
97;20.6186;23.0385;7.4621;26;
98;20.8312;24.3939;9.3929;33;
99;21.0437;25.0500;12.5872;20;
100;21.2563;26.0938;11.8896;32;
101;21.4688;27.1071;13.1027;28;
102;21.6814;27.7037;11.7760;27;
103;21.8940;27.9583;8.3755;24;
104;22.1065;28.1667;7.3405;24;
105;22.3191;28.0000;8.0750;23;
106;22.5317;28.0000;6.1117;31;
107;22.7442;28.0000;6.2662;28;
108;22.9568;27.9615;4.8097;26;
109;23.1693;27.8214;4.5767;28;
110;23.3819;27.1667;4.5387;24;
111;23.5945;27.0000;4.8249;19;
112;23.8070;27.0000;3.3552;26;
113;24.0196;27.0000;2.0764;33;
114;24.2322;27.1538;7.4763;26;
115;24.4447;27.9583;6.5575;24;
116;24.6573;28.1875;5.9411;32;
117;24.8699;29.0000;8.6454;26;
118;25.0824;29.8182;8.7358;33;
119;25.2950;31.0667;12.0861;15;
120;25.5075;32.1538;10.9286;26;
121;25.7201;33.7143;10.2606;28;
122;25.9327;34.7500;9.6061;28;
123;26.1452;36.4828;8.3193;29;
124;26.3578;37.2400;7.2445;25;
125;26.5704;37.7333;5.0918;30;
126;26.7829;38.7692;4.4753;26;
127;26.9955;38.9583;4.2082;24;
128;27.2080;39.0000;3.5814;28;
129;27.4206;38.9667;4.3590;30;
130;27.6332;38.1936;4.3972;31;
131;27.8457;38.0000;4.5355;30;
132;28.0583;37.9231;4.7136;26;
133;28.2709;37.1538;4.8653;26;
134;28.4834;37.0000;5.7263;25;
135;28.6960;37.0357;6.5029;28;
136;28.9085;37.0000;7.8516;30;
137;29.1211;37.0000;8.9332;28;
138;29.3337;37.4231;9.0207;26;
139;29.5462;38.1481;7.3371;27;
140;29.7588;38.7200;6.2826;25;
141;29.9714;40.0667;7.8657;30;
142;30.1839;41.3103;8.1714;29;
143;30.3965;42.6522;10.4530;23;
144;30.6090;44.0833;11.8649;24;
145;30.8216;45.7742;9.9798;31;
146;31.0342;47.3214;11.2147;28;
147;31.2467;48.6400;8.7353;25;
148;31.4593;49.1667;5.5612;30;
149;31.6719;49.9091;3.3241;33;
150;31.8844;50.2812;4.6510;32;
151;32.0970;50.6818;2.8603;22;
152;32.3095;50.1364;3.4460;22;
153;32.5221;50.0000;3.6785;30;
154;32.7347;49.8462;4.0802;26;
155;32.9472;49.1667;3.9693;30;
156;33.1598;49.0800;4.8671;25;
157;33.3724;48.6207;3.9004;29;
158;33.5849;48.0571;3.7357;35;
159;33.7975;48.0526;3.7986;19;
160;34.0101;48.0000;4.1015;28;
161;34.2226;48.0645;3.8414;31;
162;34.4352;48.8000;4.5737;30;
163;34.6477;49.3793;5.0169;29;
164;34.8603;50.2308;6.0182;26;
165;35.0729;51.7333;7.7489;30;
166;35.2854;52.8966;9.1609;29;
167;35.4980;54.5263;10.8970;19;
168;35.7106;55.7500;9.4362;28;
169;35.9231;57.3529;8.2709;34;
170;36.1357;58.9333;7.2506;30;
171;36.3482;60.1250;6.4238;24;
172;36.5608;60.8077;4.6854;26;
173;36.7734;61.6250;3.0806;32;
174;36.9859;61.8824;1.7383;34;
175;37.1985;62.0000;2.4650;17;
176;37.4111;61.9643;2.9008;28;
177;37.6236;61.5000;3.4575;32;
178;37.8362;61.0000;3.8411;29;
179;38.0487;60.6296;3.8247;27;
180;38.2613;60.1034;4.4150;29;
181;38.4739;59.9643;4.2688;28;
182;38.6864;59.2500;2.4493;32;
183;38.8990;59.0370;2.1687;27;
184;39.1116;59.0000;2.2198;26;
185;39.3241;59.1538;3.1197;26;
186;39.5367;59.9643;3.6121;28;
187;39.7492;60.4333;4.3640;30;
188;39.9618;61.4062;5.6101;32;
189;40.1744;62.5926;5.6795;27;
190;40.3869;64.4167;4.0638;36;
191;40.5995;65.7059;4.5746;17;
192;40.8121;66.9000;4.4447;30;
193;41.0246;68.3913;3.8104;23;
194;41.2372;69.6471;2.9150;34;
195;41.4497;70.7500;2.3478;32;
196;41.6623;72.0357;1.6063;28;
197;41.8749;72.6333;1.1489;30;
198;42.0874;73.0000;0.8429;33;
199;42.3000;72.9565;1.3864;23;
200;42.5126;73.0000;1.7273;32;
201;42.7251;73.0000;2.6302;30;
202;42.9377;72.5385;6.4581;26;
203;43.1502;72.0000;8.0381;25;
204;43.3628;71.8621;8.5342;29;
205;43.5754;71.0357;8.4284;28;
206;43.7879;71.0278;3.7733;36;
207;44.0005;70.5600;3.2309;25;
208;44.2131;70.5417;3.1614;24;
209;44.4256;70.8966;2.5978;29;
210;44.6382;71.0800;4.9237;25;
211;44.8508;71.8621;4.9800;29;
212;45.0633;72.6875;5.2680;32;
213;45.2759;73.6129;4.5347;31;
214;45.4884;75.1471;3.4455;34;
215;45.7010;76.2273;3.2055;22;
216;45.9136;77.7037;2.5739;27;
217;46.1261;79.0294;2.4455;34;
218;46.3387;80.1154;2.1284;26;
219;46.5513;81.4722;1.6202;36;
220;46.7638;82.1923;1.5920;26;
221;46.9764;83.0000;1.8836;26;
222;47.1889;83.4333;1.4716;30;
223;47.4015;83.9630;0.8588;27;
224;47.6141;84.0000;1.3422;26;
225;47.8266;84.0000;1.3021;30;
226;48.0392;83.6389;1.2170;36;
227;48.2518;83.0000;1.4255;22;
228;48.4643;82.9677;1.1892;31;
229;48.6769;82.8148;1.4504;27;
230;48.8894;82.0385;2.1870;26;
231;49.1020;82.0000;0.9168;25;
232;49.3146;82.0312;0.9581;32;
233;49.5271;82.0625;1.5413;32;
234;49.7397;83.0000;1.5240;28;
235;49.9523;83.2857;2.0788;28;
236;50.1648;84.0769;2.3190;26;
237;50.3774;85.0000;2.3106;29;
238;50.5900;85.7500;2.2935;32;
239;50.8025;87.1071;2.1332;28;
240;51.0151;88.4333;2.1821;30;
241;51.2276;89.4688;2.1106;32;
242;51.4402;90.5217;2.4087;23;
243;51.6528;91.6774;1.3742;31;
244;51.8653;92.5294;1.3795;34;
245;52.0779;93.0000;1.3647;22;
246;52.2905;0.0000;0.0000;0;
247;52.5030;93.0000;0.0000;1;
248;52.7156;0.0000;0.0000;0;
249;52.9281;0.0000;0.0000;0;
250;53.1407;0.0000;0.0000;0;
251;53.3533;0.0000;0.0000;0;
252;53.5658;0.0000;0.0000;0;
253;53.7784;0.0000;0.0000;0;
254;53.9910;0.0000;0.0000;0;
Canal 199 = 42.3000V
Fundo de escala(A)= 1.00 nA
Fator de calib=0.2126
