V(canais);V(calib);i(canais);E(i);n(i)
69;14.6668;8.0000;5.4097;24;
70;14.8794;8.4828;7.1492;29;
71;15.0920;8.7647;10.2380;17;
72;15.3045;9.0556;9.0068;36;
73;15.5171;9.7500;13.0733;24;
74;15.7296;10.2000;8.2817;25;
75;15.9422;10.8750;7.6977;24;
76;16.1548;11.5238;9.3604;21;
77;16.3673;12.3333;5.7899;27;
78;16.5799;13.0000;6.0520;23;
79;16.7925;13.7143;4.4723;21;
80;17.0050;14.0357;5.8490;28;
81;17.2176;14.0385;5.5690;26;
82;17.4302;14.1538;5.4024;26;
83;17.6427;14.2500;10.7924;16;
84;17.8553;14.0000;10.6322;30;
85;18.0678;14.0000;10.1603;27;
86;18.2804;14.0000;10.9744;22;
87;18.4930;14.0000;7.9902;17;
88;18.7055;13.8788;5.1159;33;
89;18.9181;13.8235;4.1763;17;
90;19.1307;13.5385;3.8867;26;
91;19.3432;13.6500;4.2244;20;
92;19.5558;13.8400;3.5232;25;
93;19.7683;14.0870;4.4770;23;
94;19.9809;14.0909;3.8051;22;
95;20.1935;14.7500;4.0894;20;
96;20.4060;15.3704;5.2998;27;
97;20.6186;16.2593;6.1095;27;
98;20.8312;16.9583;9.5865;24;
99;21.0437;18.0870;9.9532;23;
100;21.2563;18.8800;12.3778;25;
101;21.4688;19.5417;13.3749;24;
102;21.6814;20.2857;10.9538;28;
103;21.8940;20.6000;7.0967;30;
104;22.1065;20.9200;7.0708;25;
105;22.3191;20.9655;7.1146;29;
106;22.5317;21.0000;6.7688;24;
107;22.7442;20.9000;7.2032;20;
108;22.9568;20.4167;4.5157;24;
109;23.1693;20.1154;4.2386;26;
110;23.3819;19.8800;3.9617;25;
111;23.5945;19.3333;4.0311;21;
112;23.8070;19.0345;2.8318;29;
113;24.0196;19.0435;1.7308;23;
114;24.2322;19.0000;7.5325;25;
115;24.4447;19.0370;5.9533;27;
116;24.6573;19.3200;5.7929;25;
117;24.8699;19.9310;7.8166;29;
118;25.0824;20.7778;8.5666;27;
119;25.2950;21.2308;11.6268;13;
120;25.5075;22.0000;9.2718;29;
121;25.7201;23.6538;8.8948;26;
122;25.9327;24.6364;8.1151;22;
123;26.1452;25.9630;5.7828;27;
124;26.3578;26.7391;5.0543;23;
125;26.5704;27.7600;4.9371;25;
126;26.7829;28.2381;2.8602;21;
127;26.9955;28.6087;3.3515;23;
128;27.2080;28.8519;3.3283;27;
129;27.4206;28.3000;4.7164;20;
130;27.6332;28.1143;3.6186;35;
131;27.8457;27.6667;3.8505;24;
132;28.0583;27.0370;3.7676;27;
133;28.2709;26.5714;3.6153;28;
134;28.4834;26.0690;4.9841;29;
135;28.6960;25.8947;7.6699;19;
136;28.9085;25.2727;7.3422;33;
137;29.1211;25.0345;8.6342;29;
138;29.3337;25.1429;8.5661;28;
139;29.5462;25.8696;7.4434;23;
140;29.7588;26.0769;5.4707;26;
141;29.9714;27.0968;6.2663;31;
142;30.1839;28.0000;6.6703;26;
143;30.3965;28.8947;8.6629;19;
144;30.6090;30.1290;8.6956;31;
145;30.8216;31.7879;8.0809;33;
146;31.0342;33.3478;9.7654;23;
147;31.2467;34.2500;6.9699;28;
148;31.4593;35.2903;4.9990;31;
149;31.6719;35.7586;2.5943;29;
150;31.8844;36.0000;4.6370;31;
151;32.0970;36.0000;2.3547;25;
152;32.3095;36.0000;2.8150;24;
153;32.5221;35.8387;2.8502;31;
154;32.7347;35.0500;3.8184;20;
155;32.9472;34.5152;3.2252;33;
156;33.1598;34.0000;3.3104;29;
157;33.3724;33.1786;3.4613;28;
158;33.5849;32.9677;3.6338;31;
159;33.7975;32.2632;3.3229;19;
160;34.0101;32.0000;3.8105;27;
161;34.2226;32.0000;3.8799;28;
162;34.4352;32.1429;4.5441;28;
163;34.6477;32.8261;5.0954;23;
164;34.8603;33.0370;5.0384;27;
165;35.0729;34.2000;6.9700;25;
166;35.2854;35.2581;7.1785;31;
167;35.4980;36.4483;7.2060;29;
168;35.7106;38.0000;6.8202;28;
169;35.9231;39.4333;7.1081;30;
170;36.1357;40.8000;7.1563;20;
171;36.3482;41.8148;3.8136;27;
172;36.5608;42.6571;2.8358;35;
173;36.7734;43.0741;2.7365;27;
174;36.9859;43.8333;1.7556;24;
175;37.1985;43.5714;1.9206;21;
176;37.4111;43.0323;2.2910;31;
177;37.6236;42.9286;2.9681;28;
178;37.8362;42.1290;3.0347;31;
179;38.0487;41.5833;3.1488;24;
180;38.2613;41.0000;3.5332;24;
181;38.4739;40.3636;3.2043;33;
182;38.6864;39.9655;1.9958;29;
183;38.8990;39.3000;2.1038;20;
184;39.1116;39.1000;1.8489;30;
185;39.3241;39.0000;2.7393;29;
186;39.5367;39.1600;3.1738;25;
187;39.7492;39.8214;3.8011;28;
188;39.9618;40.5926;5.1139;27;
189;40.1744;41.5152;4.1308;33;
190;40.3869;42.7037;3.6654;27;
191;40.5995;43.8000;3.8734;15;
192;40.8121;44.9000;3.1654;30;
193;41.0246;46.2667;2.9028;30;
194;41.2372;47.6154;3.0022;26;
195;41.4497;48.5455;2.0778;33;
196;41.6623;49.6923;1.5567;26;
197;41.8749;50.0000;0.8682;33;
198;42.0874;50.0000;0.7756;29;
199;42.3000;50.0500;1.3924;20;
200;42.5126;50.0000;1.7127;29;
201;42.7251;49.9310;2.6314;29;
202;42.9377;49.1667;5.9562;30;
203;43.1502;48.8214;7.5823;28;
204;43.3628;48.0741;8.7836;27;
205;43.5754;47.5714;8.3683;28;
206;43.7879;47.0323;3.9572;31;
207;44.0005;46.1818;3.3655;22;
208;44.2131;46.0000;2.7440;30;
209;44.4256;46.0000;2.7934;24;
210;44.6382;46.1515;4.1931;33;
211;44.8508;46.9565;5.4510;23;
212;45.0633;47.4815;5.5837;27;
213;45.2759;48.2222;4.6935;27;
214;45.4884;49.4359;2.8050;39;
215;45.7010;50.6364;2.9825;22;
216;45.9136;51.9333;2.2233;30;
217;46.1261;52.9524;2.5026;21;
218;46.3387;53.9655;1.7253;29;
219;46.5513;54.9000;1.4967;30;
220;46.7638;55.9032;1.3904;31;
221;46.9764;56.3478;1.6876;23;
222;47.1889;56.9459;1.1644;37;
223;47.4015;57.0000;1.0558;17;
224;47.6141;57.0000;1.2201;26;
225;47.8266;56.5938;1.1487;32;
226;48.0392;56.0667;1.1282;30;
227;48.2518;56.0000;1.1862;26;
228;48.4643;55.1071;1.0981;28;
229;48.6769;54.7027;1.0883;37;
230;48.8894;54.0370;2.0902;27;
231;49.1020;54.0000;0.7736;26;
232;49.3146;54.0000;0.8733;32;
233;49.5271;53.9524;1.7048;21;
234;49.7397;54.0000;1.4281;28;
235;49.9523;54.0000;1.6907;34;
236;50.1648;54.5714;1.7966;35;
237;50.3774;55.6786;2.0872;28;
238;50.5900;56.4722;1.8787;36;
239;50.8025;57.4000;2.1930;20;
240;51.0151;58.3333;1.8774;30;
241;51.2276;59.2333;1.8702;30;
242;51.4402;60.3704;2.0121;27;
243;51.6528;61.0769;1.3042;26;
244;51.8653;61.7692;1.3211;26;
245;52.0779;62.2941;0.9159;34;
246;52.2905;63.0000;1.1362;9;
247;52.5030;0.0000;0.0000;0;
248;52.7156;0.0000;0.0000;0;
249;52.9281;0.0000;0.0000;0;
250;53.1407;0.0000;0.0000;0;
251;53.3533;0.0000;0.0000;0;
252;53.5658;0.0000;0.0000;0;
253;53.7784;0.0000;0.0000;0;
254;53.9910;0.0000;0.0000;0;
Canal 199 = 42.3000V
Fundo de escala(A)= 1.00 nA
Fator de calib=0.2126
