V(canais);V(calib);i(canais);E(i);n(i)
160;34.0101;44.4211;4.9790;19;
161;34.2226;44.7879;3.7156;33;
162;34.4352;45.0645;4.4821;31;
163;34.6477;45.9167;5.4814;24;
164;34.8603;47.1739;6.3625;23;
165;35.0729;48.2500;7.4656;32;
166;35.2854;49.9310;9.1181;29;
167;35.4980;51.0385;9.2972;26;
168;35.7106;53.1333;9.0295;30;
169;35.9231;54.9615;9.4220;26;
170;36.1357;56.1481;7.6188;27;
171;36.3482;56.8889;6.0483;27;
172;36.5608;57.9643;4.4751;28;
173;36.7734;58.3462;3.3752;26;
174;36.9859;58.7500;1.8632;28;
175;37.1985;58.1875;2.5409;16;
176;37.4111;58.0400;3.0636;25;
177;37.6236;57.6667;3.3689;33;
178;37.8362;57.1000;3.7677;30;
179;38.0487;56.2000;3.9430;25;
180;38.2613;55.9667;4.3305;30;
181;38.4739;55.2059;3.8473;34;
182;38.6864;55.0000;2.6600;26;
183;38.8990;55.0000;2.2016;26;
184;39.1116;55.0000;2.1390;28;
185;39.3241;55.0968;2.8379;31;
186;39.5367;55.8182;4.0696;22;
187;39.7492;56.6765;4.0655;34;
188;39.9618;57.8696;6.5854;23;
189;40.1744;59.1562;5.1673;32;
190;40.3869;60.8800;4.7907;25;
191;40.5995;61.9048;4.0838;21;
192;40.8121;63.7308;4.5992;26;
193;41.0246;65.3513;2.9522;37;
194;41.2372;66.6522;3.3437;23;
195;41.4497;67.5517;2.3809;29;
196;41.6623;68.2414;1.5456;29;
197;41.8749;68.9600;1.1425;25;
198;42.0874;69.0000;0.8992;29;
199;42.3000;68.8750;1.3425;24;
200;42.5126;68.5161;1.7550;31;
201;42.7251;67.9118;2.4707;34;
202;42.9377;67.4444;6.3184;27;
203;43.1502;66.9000;7.3378;30;
204;43.3628;66.1613;8.2476;31;
205;43.5754;65.9630;8.5810;27;
206;43.7879;65.6667;4.3529;27;
207;44.0005;65.1053;3.6621;19;
208;44.2131;65.1739;3.1890;23;
209;44.4256;65.9355;2.4953;31;
210;44.6382;66.2903;4.4149;31;
211;44.8508;67.0800;5.3508;25;
212;45.0633;68.0323;5.3254;31;
213;45.2759;69.3103;4.6316;29;
214;45.4884;70.8421;3.1845;38;
215;45.7010;72.4500;3.3029;20;
216;45.9136;73.8064;2.3365;31;
217;46.1261;75.0645;2.3852;31;
218;46.3387;76.5357;1.9005;28;
219;46.5513;77.1304;1.8827;23;
220;46.7638;77.9655;1.4605;29;
221;46.9764;78.3462;1.8631;26;
222;47.1889;78.9459;1.2477;37;
223;47.4015;79.0000;0.9499;21;
224;47.6141;78.5517;1.2709;29;
225;47.8266;78.0345;1.3244;29;
226;48.0392;77.9688;1.1860;32;
227;48.2518;77.1481;1.2867;27;
228;48.4643;77.0312;1.1575;32;
229;48.6769;76.5862;1.3484;29;
230;48.8894;76.1429;2.0993;28;
231;49.1020;76.0000;0.8990;26;
232;49.3146;76.0000;0.9730;30;
233;49.5271;76.5161;1.5465;31;
234;49.7397;76.9615;1.5815;26;
235;49.9523;77.7419;1.9284;31;
236;50.1648;78.6250;2.3803;24;
237;50.3774;79.9677;2.2058;31;
238;50.5900;81.1154;2.4045;26;
239;50.8025;82.2400;2.1047;25;
240;51.0151;83.5000;2.0576;32;
241;51.2276;84.9143;1.9315;35;
242;51.4402;85.7917;2.2886;24;
243;51.6528;86.9677;1.2922;31;
244;51.8653;87.8696;1.5069;23;
245;52.0779;87.8710;1.1212;31;
246;52.2905;88.5000;2.4616;2;
247;52.5030;0.0000;0.0000;0;
248;52.7156;0.0000;0.0000;0;
249;52.9281;0.0000;0.0000;0;
250;53.1407;0.0000;0.0000;0;
251;53.3533;0.0000;0.0000;0;
252;53.5658;0.0000;0.0000;0;
253;53.7784;0.0000;0.0000;0;
254;53.9910;0.0000;0.0000;0;
Canal 199 = 42.3000V
Fundo de escala(A)= 1.00 nA
Fator de calib=0.2126
