V(canais);V(calib);i(canais);E(i);n(i)
78;16.5799;12.3571;5.4155;28;
79;16.7925;12.6364;4.3232;22;
80;17.0050;13.0000;5.6252;30;
81;17.2176;13.5600;5.6517;25;
82;17.4302;13.8214;5.1942;28;
83;17.6427;13.7692;8.4573;26;
84;17.8553;13.1250;11.8839;24;
85;18.0678;13.0800;10.5526;25;
86;18.2804;13.0714;9.7278;28;
87;18.4930;13.0000;7.3666;20;
88;18.7055;13.0000;5.6443;27;
89;18.9181;13.0000;3.5002;24;
90;19.1307;13.0000;3.7825;27;
91;19.3432;13.0000;3.1286;36;
92;19.5558;13.0000;3.9177;20;
93;19.7683;13.0588;3.6749;34;
94;19.9809;13.5238;3.8479;21;
95;20.1935;13.9600;3.6318;25;
96;20.4060;14.3636;5.7666;22;
97;20.6186;15.1765;5.3993;34;
98;20.8312;16.2000;9.3639;25;
99;21.0437;17.1379;8.8448;29;
100;21.2563;17.9565;12.8649;23;
101;21.4688;18.8667;11.8871;30;
102;21.6814;19.5000;10.8783;28;
103;21.8940;19.9630;7.3679;27;
104;22.1065;20.0000;7.5320;22;
105;22.3191;19.9714;6.4740;35;
106;22.5317;19.9583;6.7658;24;
107;22.7442;19.2308;6.3037;26;
108;22.9568;19.0417;4.4803;24;
109;23.1693;18.8438;3.8098;32;
110;23.3819;18.1786;3.7220;28;
111;23.5945;18.0526;4.2089;19;
112;23.8070;18.0000;2.8259;29;
113;24.0196;18.0000;1.4572;32;
114;24.2322;18.0333;6.8762;30;
115;24.4447;18.0323;5.5532;31;
116;24.6573;18.0417;5.8741;24;
117;24.8699;18.6875;7.4148;32;
118;25.0824;19.1364;9.4552;22;
119;25.2950;19.8750;8.5242;24;
120;25.5075;20.9667;9.0833;30;
121;25.7201;22.0690;8.3331;29;
122;25.9327;23.4242;6.5810;33;
123;26.1452;24.4783;6.1811;23;
124;26.3578;25.0625;4.1970;32;
125;26.5704;26.0690;4.5138;29;
126;26.7829;26.3043;2.6294;23;
127;26.9955;26.7727;3.2690;22;
128;27.2080;26.3000;3.1075;30;
129;27.4206;26.0000;4.0308;27;
130;27.6332;25.9355;3.7997;31;
131;27.8457;25.0476;4.0681;21;
132;28.0583;25.0357;3.6950;28;
133;28.2709;24.2903;3.3846;31;
134;28.4834;24.1818;5.7150;22;
135;28.6960;23.9677;5.9998;31;
136;28.9085;23.3750;8.5937;24;
137;29.1211;23.0938;8.2177;32;
138;29.3337;23.4444;8.7160;27;
139;29.5462;23.9643;6.7392;28;
140;29.7588;24.2308;5.4642;26;
141;29.9714;25.0741;6.6904;27;
142;30.1839;25.8387;6.0769;31;
143;30.3965;26.8636;8.0342;22;
144;30.6090;28.2424;8.4037;33;
145;30.8216;29.4783;9.6040;23;
146;31.0342;31.3871;8.3976;31;
147;31.2467;31.9600;7.3457;25;
148;31.4593;32.7812;4.8936;32;
149;31.6719;33.7667;2.3796;30;
150;31.8844;33.9615;5.0633;26;
151;32.0970;34.0000;2.4033;24;
152;32.3095;33.4167;2.8150;24;
153;32.5221;33.0000;2.7819;32;
154;32.7347;32.6071;3.2219;28;
155;32.9472;32.0606;3.1863;33;
156;33.1598;31.1923;3.4630;26;
157;33.3724;30.2800;3.6406;25;
158;33.5849;30.0000;3.8890;27;
159;33.7975;30.0000;3.2936;19;
160;34.0101;29.3750;4.0416;24;
161;34.2226;29.3030;3.5739;33;
162;34.4352;29.9286;4.5306;28;
163;34.6477;30.0800;4.8738;25;
164;34.8603;30.9231;5.1233;26;
165;35.0729;31.9583;7.1020;24;
166;35.2854;32.8077;7.8090;26;
167;35.4980;34.2174;8.0452;23;
168;35.7106;35.3871;6.4618;31;
169;35.9231;37.0000;7.1495;29;
170;36.1357;38.1538;6.2606;26;
171;36.3482;39.0857;3.3321;35;
172;36.5608;39.8621;2.9918;29;
173;36.7734;40.5667;2.5582;30;
174;36.9859;40.9000;1.5344;30;
175;37.1985;40.5556;2.0044;18;
176;37.4111;40.0333;2.3220;30;
177;37.6236;39.8064;2.8102;31;
178;37.8362;39.0333;3.0660;30;
179;38.0487;38.1667;2.7816;30;
180;38.2613;37.5357;3.2711;28;
181;38.4739;37.1071;3.4392;28;
182;38.6864;36.5417;2.1846;24;
183;38.8990;36.0417;1.8744;24;
184;39.1116;36.0000;1.8694;28;
185;39.3241;36.0667;2.6933;30;
186;39.5367;36.0000;3.0913;26;
187;39.7492;36.6944;3.3352;36;
188;39.9618;37.4483;4.9116;29;
189;40.1744;38.4444;4.5250;27;
190;40.3869;39.8235;3.2409;34;
191;40.5995;40.8333;3.5170;18;
192;40.8121;42.1622;2.7991;37;
193;41.0246;43.3929;2.9455;28;
194;41.2372;44.2222;2.8687;27;
195;41.4497;45.5200;2.0424;25;
196;41.6623;45.9333;1.3840;30;
197;41.8749;46.7333;0.9105;30;
198;42.0874;46.9091;0.7271;33;
199;42.3000;46.7391;1.2824;23;
200;42.5126;46.0435;1.9232;23;
201;42.7251;46.0286;2.3842;35;
202;42.9377;45.2500;6.1531;28;
203;43.1502;44.6452;7.1924;31;
204;43.3628;44.0333;8.3292;30;
205;43.5754;43.4000;7.4717;35;
206;43.7879;43.0323;3.9533;31;
207;44.0005;42.7500;3.9204;16;
208;44.2131;42.2000;2.5404;35;
209;44.4256;42.0882;2.3469;34;
210;44.6382;42.6538;4.7066;26;
211;44.8508;43.0000;5.2248;25;
212;45.0633;43.9091;5.0303;33;
213;45.2759;44.6774;4.3184;31;
214;45.4884;45.6207;3.1692;29;
215;45.7010;47.0435;2.8636;23;
216;45.9136;48.1936;2.0824;31;
217;46.1261;49.1936;2.0046;31;
218;46.3387;50.3438;1.5945;32;
219;46.5513;51.0833;1.3920;24;
220;46.7638;51.9333;1.3810;30;
221;46.9764;52.0000;1.3316;34;
222;47.1889;52.2414;1.2902;29;
223;47.4015;52.2500;1.0883;16;
224;47.6141;52.0312;1.0998;32;
225;47.8266;52.0000;1.2248;23;
226;48.0392;51.6176;1.0336;34;
227;48.2518;51.0000;1.0863;31;
228;48.4643;50.3462;1.0934;26;
229;48.6769;50.0732;0.9383;41;
230;48.8894;49.2424;1.8830;33;
231;49.1020;49.0000;0.8225;23;
232;49.3146;49.0000;0.8733;32;
233;49.5271;49.0000;1.3493;33;
234;49.7397;49.0333;1.3797;30;
235;49.9523;49.6296;1.8972;27;
236;50.1648;50.0000;1.8062;32;
237;50.3774;50.9737;1.7311;38;
238;50.5900;52.0370;2.0735;27;
239;50.8025;52.8000;1.8908;25;
240;51.0151;53.6774;1.7877;31;
241;51.2276;54.8000;1.7847;30;
242;51.4402;55.7857;1.9181;28;
243;51.6528;0.0000;0.0000;0;
244;51.8653;0.0000;0.0000;0;
245;52.0779;0.0000;0.0000;0;
246;52.2905;0.0000;0.0000;0;
247;52.5030;0.0000;0.0000;0;
248;52.7156;0.0000;0.0000;0;
249;52.9281;0.0000;0.0000;0;
250;53.1407;0.0000;0.0000;0;
251;53.3533;0.0000;0.0000;0;
252;53.5658;0.0000;0.0000;0;
253;53.7784;0.0000;0.0000;0;
254;53.9910;0.0000;0.0000;0;
Canal 199 = 42.3000V
Fundo de escala(A)= 1.00 nA
Fator de calib=0.2126
